id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
142,"Sanctum under Peacocks","Sanctum under Peacocks opens like a classic Deck Building game, then quickly reveals Legacy layers that reward long-form table memory. Campaign logs track table history, so failed gambits still unlock content; expect up to 5 relic-style upgrades that alter scoring priorities. Win or lose, Sanctum under Peacocks tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Legacy|Tile Laying|Solo","Deck Building",29.63,3,10,159,"Arcana Works","Nico Valdez",2002,/images/fixtures/game_0142.png,2026-03-23T19:13:42+00:00,2026-03-26T10:29:41+00:00,"-0.5171,-0.9651,-0.4218,0.3085,-0.6818,0.6598,0.4299,-0.4505"
143,"Scout without Guild","Scout without Guild blends Eurogame structure with Engine Building chaos, delivering 59-minute arcs where every decision compounds into later chapters. Your group manages risk-loaded economies while chasing milestone bonuses; by chapter 6 the board can contain over 29 modular tiles. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Dice|Miniatures|Tile Laying|Engine Building",Eurogame,52.04,2,8,179,"Nimbus Games","Akira Flynn",2014,/images/fixtures/game_0143.png,2025-09-26T15:51:59+00:00,2026-03-26T10:29:41+00:00,"-0.6475,0.3847,-0.3752,0.4213,0.3192,0.4071,-0.7947,-0.2428"
144,"Azul: Voyage","Part campaign and part systems puzzle, Azul: Voyage asks 1–4 players players to master Strategy priorities under tight pressure. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Your group manages tight economies while chasing milestone bonuses; by chapter 4 the board can contain over 23 modular tiles. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Dice|Campaign,Strategy,26.60,2,9,133,"Arcana Works","Soraya Kline",2019,/images/fixtures/game_0144.png,2026-03-02T07:39:33+00:00,2026-03-26T10:29:41+00:00,"-0.2371,0.3264,-0.3058,0.1263,0.3557,-0.7302,-0.233,-0.2599"
145,"Tigris and Euphrates Arcane","Tigris and Euphrates Arcane blends Deck Building structure with Tile Laying chaos, delivering 90-minute arcs where every decision compounds into later chapters. A standout mechanic tied to Tile Laying means even safe plans can collapse if opponents read your tempo one round ahead. Your group manages scarce economies while chasing milestone bonuses; by chapter 5 the board can contain over 28 modular tiles. Few designs blend Deck Building and Tile Laying this smoothly while remaining approachable across varied player counts.",,"Solo|Tile Laying|Cards|Engine Building","Deck Building",26.59,4,8,151,"Clockwork Labs","Nico Valdez",1990,/images/fixtures/game_0145.png,2025-08-02T01:35:13+00:00,2026-03-26T10:29:41+00:00,"-0.4024,0.1673,-0.4423,0.1836,0.8426,-0.8242,0.8884,-0.0963"
146,"Tigris and Euphrates Crimson","Part campaign and part systems puzzle, Tigris and Euphrates Crimson asks 1–4 players players to master Thematic priorities under attritional pressure. Action windows stay short, but consequence chains run long, especially in sessions around 165 minutes where adaptation beats scripted play. Veteran groups report that Tigris and Euphrates Crimson shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Dice|Legacy|Miniatures,Thematic,77.29,2,7,116,"Clockwork Labs","Lena Ortiz",2011,/images/fixtures/game_0146.png,2025-11-25T06:31:51+00:00,2026-03-26T10:29:41+00:00,"0.5739,-0.2636,-0.093,-0.1411,0.6521,-0.9881,0.8498,-0.4638"
147,"El Grande: Tigris and Euphrates","At its core, El Grande: Tigris and Euphrates is a Abstract design where Engine Building, Tile Laying and Dice mechanisms collide with sequential tactical turns pacing for 1–4 players groups. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 138 minutes where adaptation beats scripted play. A standout mechanic tied to Tile Laying means even safe plans can collapse if opponents read your tempo one round ahead. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Engine Building|Tile Laying|Dice",Abstract,51.09,4,7,33,"Clockwork Labs","Lena Ortiz",1997,/images/fixtures/game_0147.png,2025-12-28T01:23:54+00:00,2026-03-26T10:29:41+00:00,"0.0776,-0.4006,-0.596,0.803,0.9747,-0.8293,-0.4131,-0.8995"
148,"Scout: Trio","At its core, Scout: Trio is a Abstract design where Dice, Cards and Solo mechanisms collide with initiative bidding pacing for 2–6 players groups. Action windows stay short, but consequence chains run long, especially in sessions around 128 minutes where adaptation beats scripted play. Veteran groups report that Scout: Trio shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Dice|Cards|Solo,Abstract,30.34,1,7,62,"Indigo Forge","Lena Ortiz",2024,/images/fixtures/game_0148.png,2025-11-19T00:54:30+00:00,2026-03-26T10:29:41+00:00,"0.6688,-0.7836,0.0361,-0.6753,0.2737,-0.2264,-0.4506,0.1859"
149,"Negotiation Legion","Negotiation Legion is a campaign-first Thematic title for 2–3 players that leans into Cards, Campaign and Engine Building and programmed actions play. Its Thematic framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 21 tiles and layered markers support deep positional planning. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Cards|Campaign|Engine Building",Thematic,46.71,2,7,68,"Indigo Forge","Marcus Thorne",2000,/images/fixtures/game_0149.png,2025-04-05T07:57:36+00:00,2026-03-26T10:29:41+00:00,"0.4052,0.9651,0.1072,0.7408,-0.9846,-0.245,-0.2111,-0.0104"
150,"Trio Clackety","Built around Strategy systems, Trio Clackety pushes Cards choices across 6 linked sessions and rewards tables that enjoy city-building tension. Its Strategy framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around initiative bidding: commit actions, resolve conflicts, then pivot as event decks introduce 9 escalating complications. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Campaign|Cards,Strategy,44.15,4,5,133,"Arcana Works","Lena Ortiz",1992,/images/fixtures/game_0150.png,2025-12-28T16:05:46+00:00,2026-03-26T10:29:41+00:00,"-0.6409,0.4841,0.3119,-0.8661,-0.3147,0.1632,-0.9633,-0.3183"
151,"Ego: Voyage","Ego: Voyage blends Strategy structure with Cards chaos, delivering 91-minute arcs where every decision compounds into later chapters. Its Strategy framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 4 chapters, even small resource leaks become strategic liabilities. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Tile Laying|Legacy|Campaign|Cards",Strategy,67.47,3,6,44,"Indigo Forge","Nico Valdez",1996,/images/fixtures/game_0151.png,2026-01-12T18:28:38+00:00,2026-03-26T10:29:41+00:00,"0.1098,-0.4055,0.159,-0.8195,0.5968,-0.6183,-0.4284,-0.3071"
152,"Mystic Frontier","Designed for expert optimization tables, Mystic Frontier channels expedition survival into a ruleset that stays readable while outcomes stay unpredictable. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Your group manages feast-or-famine economies while chasing milestone bonuses; by chapter 5 the board can contain over 29 modular tiles. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Few designs blend Party and Solo this smoothly while remaining approachable across varied player counts.",,Dice|Solo|Campaign|Legacy,Party,63.27,1,5,130,"Arcana Works","Marcus Thorne",2012,/images/fixtures/game_0152.png,2025-11-01T02:38:54+00:00,2026-03-26T10:29:41+00:00,"-0.802,-0.558,0.3926,-0.0531,-0.8534,0.8063,0.5441,0.9484"
153,"Royal Forge","Royal Forge frames city-building tension as a living sandbox: each scenario escalates pressure while 2–8 players teams improvise around shifting incentives. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 115 minutes where adaptation beats scripted play. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Veteran groups report that Royal Forge shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Engine Building|Solo|Dice",Eurogame,86.91,3,9,102,"Silver Oak Studio","Soraya Kline",1993,/images/fixtures/game_0153.png,2025-10-27T06:52:27+00:00,2026-03-26T10:29:41+00:00,"0.5242,0.9755,-0.4909,-0.7764,-0.2486,0.1167,0.1427,-0.1015"
154,"Ambitious Harvest","Ambitious Harvest is a expert optimization Eurogame title for 1–8 players that leans into Cards and Engine Building and sequential tactical turns play. Round structure forces meaningful tradeoffs between tempo and efficiency; over 5 chapters, even small resource leaks become strategic liabilities. Few designs blend Eurogame and Engine Building this smoothly while remaining approachable across varied player counts.",,"Cards|Engine Building",Eurogame,35.00,1,9,178,"Nimbus Games","Soraya Kline",2016,/images/fixtures/game_0154.png,2025-09-30T02:07:52+00:00,2026-03-26T10:29:41+00:00,"-0.1014,-0.0713,0.3142,-0.612,-0.8799,-0.1101,-0.973,0.9625"
155,"Orbit Festival","Designed for newcomer-friendly tables, Orbit Festival channels political intrigue into a ruleset that stays readable while outcomes stay unpredictable. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 4 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Win or lose, Orbit Festival tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Cards|Campaign,Eurogame,54.36,1,6,78,"Silver Oak Studio","Nico Valdez",1992,/images/fixtures/game_0155.png,2025-12-31T15:07:02+00:00,2026-03-26T10:29:41+00:00,"-0.8256,0.0957,-0.6734,-0.0877,-0.89,0.5673,-0.6103,0.7212"
156,"Kingdom against Trails","Kingdom against Trails is a newcomer-friendly Eurogame title for 1–7 players that leans into Tile Laying and Solo and initiative bidding play. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 5 chapters, even small resource leaks become strategic liabilities. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Tile Laying|Solo",Eurogame,61.52,1,8,40,"Silver Oak Studio","Elliot Mercer",2009,/images/fixtures/game_0156.png,2025-11-30T17:26:17+00:00,2026-03-26T10:29:41+00:00,"0.9176,-0.8102,0.4646,0.5369,-0.5156,0.1536,-0.9485,-0.0167"
157,"Pacey Caravan","Designed for family-plus strategy tables, Pacey Caravan channels arcane rivalry into a ruleset that stays readable while outcomes stay unpredictable. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 4 new scoring hooks reshape optimal lines. Because scoring vectors drift over time, tables that over-specialize early often get punished once Legacy effects begin stacking. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Legacy|Solo|Campaign|Engine Building","Deck Building",78.05,3,5,117,"Silver Oak Studio","Nico Valdez",1992,/images/fixtures/game_0157.png,2025-12-06T11:18:09+00:00,2026-03-26T10:29:41+00:00,"0.252,-0.8947,-0.3374,0.2937,-0.6781,0.1601,0.887,-0.379"
