id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
321,"Campaign without Forge","Campaign without Forge opens like a classic Co-op game, then quickly reveals Campaign layers that reward long-form table memory. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Your group manages scarce economies while chasing milestone bonuses; by chapter 5 the board can contain over 25 modular tiles. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Solo|Tile Laying|Campaign",Co-op,38.53,3,5,101,"Arcana Works","Marcus Thorne",1994,/images/fixtures/game_0321.png,2025-10-17T12:18:11+00:00,2026-03-25T06:22:59+00:00,"-0.3822,0.3678,0.9234,0.0289,-0.2428,0.1206,0.3423,-0.5614"
322,"Silos: Odyssey","At its core, Silos: Odyssey is a Abstract design where Solo and Miniatures mechanisms collide with simultaneous planning pacing for 1–3 players groups. Round structure forces meaningful tradeoffs between tempo and efficiency; over 4 chapters, even small resource leaks become strategic liabilities. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Solo|Miniatures,Abstract,45.47,1,8,151,"Arcana Works","Nico Valdez",1992,/images/fixtures/game_0322.png,2025-10-17T04:28:04+00:00,2026-03-25T06:22:59+00:00,"0.3421,-0.9437,-0.9777,-0.7581,0.3027,0.6018,0.3407,-0.1377"
323,"Ichor: Tigris and Euphrates","Ichor: Tigris and Euphrates is a newcomer-friendly Thematic title for 1–7 players that leans into Solo and Campaign and programmed actions play. Campaign logs track table history, so failed gambits still unlock content; expect up to 10 relic-style upgrades that alter scoring priorities. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Solo|Campaign,Thematic,73.95,3,6,130,"Nimbus Games","Lena Ortiz",2022,/images/fixtures/game_0323.png,2025-03-28T22:16:50+00:00,2026-03-25T06:22:59+00:00,"-0.8311,0.0994,-0.5791,0.6174,0.9562,0.3479,-0.5524,0.1724"
324,"Celtic Gang of Dice","At its core, Celtic Gang of Dice is a Deck Building design where Legacy, Miniatures, Campaign and Dice mechanisms collide with sequential tactical turns pacing for 2–6 players groups. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around sequential tactical turns: commit actions, resolve conflicts, then pivot as event decks introduce 7 escalating complications. Because scoring vectors drift over time, tables that over-specialize early often get punished once Legacy effects begin stacking. Only adaptable crews master Celtic Gang of Dice, where a shared market board rewards temporary cooperation and long-term planning matter as much as tactical brilliance.",,Legacy|Miniatures|Campaign|Dice,"Deck Building",82.53,1,7,139,"Clockwork Labs","Lena Ortiz",2005,/images/fixtures/game_0324.png,2025-10-29T19:44:03+00:00,2026-03-25T06:22:59+00:00,"0.0329,0.2979,-0.1623,0.1104,-0.6043,-0.503,-0.9727,0.7886"
325,"Classic Championship","Designed for brain-burner tables, Classic Championship channels mythic restoration into a ruleset that stays readable while outcomes stay unpredictable. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 9 escalating complications. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Veteran groups report that Classic Championship shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Cards|Campaign|Dice,Abstract,50.13,3,8,158,"Arcana Works","Nico Valdez",2022,/images/fixtures/game_0325.png,2026-02-28T04:06:08+00:00,2026-03-25T06:22:59+00:00,"-0.0528,-0.6208,-0.9618,0.1088,0.567,-0.2132,0.0447,-0.6874"
326,"Ego: Azul","Ego: Azul opens like a classic Thematic game, then quickly reveals Cards layers that reward long-form table memory. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. By mid-campaign, 9 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Cards|Legacy,Thematic,49.32,1,7,130,"Arcana Works","Akira Flynn",2011,/images/fixtures/game_0326.png,2025-06-05T01:57:58+00:00,2026-03-25T06:22:59+00:00,"-0.4434,-0.4722,-0.7935,-0.7233,0.0421,-0.0036,-0.1546,-0.4954"
327,"Gang of Dice: Citadel","Gang of Dice: Citadel is a mid-weight hobby Deck Building title for 2–5 players that leans into Campaign and Engine Building and draft-and-resolve rounds play. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 87 minutes where adaptation beats scripted play. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. If your table likes post-game debriefs, Gang of Dice: Citadel will spark them—nearly every finale feels earned, messy, and memorable.",,"Campaign|Engine Building","Deck Building",42.79,3,8,89,"Nimbus Games","Elliot Mercer",2000,/images/fixtures/game_0327.png,2025-06-08T12:50:42+00:00,2026-03-25T06:22:59+00:00,"-0.0415,-0.7643,-0.6064,-0.3689,-0.9246,0.8513,0.5222,-0.2102"
328,"Heat Negotiation","Built around Co-op systems, Heat Negotiation pushes Miniatures choices across 4 linked sessions and rewards tables that enjoy guild conspiracies. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 5 chapters, even small resource leaks become strategic liabilities. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Miniatures|Campaign|Tile Laying",Co-op,72.51,3,10,75,"Nimbus Games","Soraya Kline",2002,/images/fixtures/game_0328.png,2026-02-13T16:44:38+00:00,2026-03-25T06:22:59+00:00,"0.3287,-0.1697,-0.6358,-0.1621,-0.4249,-0.8281,-0.1655,0.3824"
329,"Legacy beyond Tigris and Euphrates","Legacy beyond Tigris and Euphrates blends Party structure with Dice chaos, delivering 55-minute arcs where every decision compounds into later chapters. Its Party framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 8 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Solo|Dice|Tile Laying",Party,54.78,4,8,91,"Arcana Works","Marcus Thorne",2001,/images/fixtures/game_0329.png,2026-01-22T11:17:46+00:00,2026-03-25T06:22:59+00:00,"-0.012,0.9197,0.8742,-0.9164,-0.2494,0.953,-0.013,-0.2999"
330,"Drafting Tatari","Drafting Tatari is a mid-weight hobby Party title for 1–5 players that leans into Legacy, Dice and Tile Laying and real-time bursts play. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 4 escalating complications. A standout mechanic tied to Legacy means even safe plans can collapse if opponents read your tempo one round ahead. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Legacy|Dice|Tile Laying",Party,87.33,4,6,48,"Indigo Forge","Lena Ortiz",2017,/images/fixtures/game_0330.png,2025-10-23T17:51:19+00:00,2026-03-25T06:22:59+00:00,"-0.0353,0.6844,0.0976,0.8719,-0.4311,-0.4371,-0.5145,-0.7608"
331,"Cooperative Kingdom","Built around Deck Building systems, Cooperative Kingdom pushes Engine Building choices across 9 linked sessions and rewards tables that enjoy merchant drama. Your group manages risk-loaded economies while chasing milestone bonuses; by chapter 3 the board can contain over 25 modular tiles. Win or lose, Cooperative Kingdom tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Engine Building|Solo|Legacy","Deck Building",41.34,2,7,133,"Nimbus Games","Lena Ortiz",2022,/images/fixtures/game_0331.png,2026-01-12T10:53:23+00:00,2026-03-25T06:22:59+00:00,"-0.3733,0.8719,0.4618,-0.7707,-0.6432,-0.074,0.721,-0.6087"
332,"Zoo Vadis Modern","At its core, Zoo Vadis Modern is a Strategy design where Engine Building, Campaign and Tile Laying mechanisms collide with simultaneous planning pacing for 1–3 players groups. By mid-campaign, 5 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. If your table likes post-game debriefs, Zoo Vadis Modern will spark them—nearly every finale feels earned, messy, and memorable.",,"Engine Building|Campaign|Tile Laying",Strategy,29.80,2,9,179,"Nimbus Games","Marcus Thorne",2017,/images/fixtures/game_0332.png,2025-05-05T09:35:13+00:00,2026-03-25T06:22:59+00:00,"-0.0055,-0.7623,0.9148,0.9489,-0.6184,0.2055,-0.2563,0.023"
333,"Trio: Arena","At its core, Trio: Arena is a Co-op design where Campaign and Dice mechanisms collide with initiative bidding pacing for 2–3 players groups. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 7 chapters, even small resource leaks become strategic liabilities. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Campaign|Dice,Co-op,39.64,2,10,161,"Nimbus Games","Marcus Thorne",2012,/images/fixtures/game_0333.png,2025-09-04T20:51:49+00:00,2026-03-25T06:22:59+00:00,"-0.4389,-0.7329,-0.5579,-0.5185,-0.929,0.9586,-0.9268,0.1487"
334,"Legion beyond Dominion","Part campaign and part systems puzzle, Legion beyond Dominion asks 1–3 players players to master Thematic priorities under risk-loaded pressure. Its Thematic framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 5 escalating complications. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Cards|Miniatures|Dice,Thematic,70.63,3,6,78,"Clockwork Labs","Soraya Kline",2015,/images/fixtures/game_0334.png,2025-08-23T22:13:24+00:00,2026-03-25T06:22:59+00:00,"0.2835,0.0769,0.1377,0.0182,-0.3995,-0.7473,-0.3131,0.9662"
335,"Silos beyond Labyrinth","Built around Deck Building systems, Silos beyond Labyrinth pushes Tile Laying choices across 7 linked sessions and rewards tables that enjoy political intrigue. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. By mid-campaign, 5 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Win or lose, Silos beyond Labyrinth tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Solo|Tile Laying","Deck Building",33.38,1,7,67,"Nimbus Games","Lena Ortiz",2015,/images/fixtures/game_0335.png,2025-04-15T08:48:04+00:00,2026-03-25T06:22:59+00:00,"0.9038,0.66,0.2231,-0.1164,0.9467,0.1497,0.78,-0.9627"
336,"Caravan for Echoes","Part campaign and part systems puzzle, Caravan for Echoes asks 2–4 players players to master Deck Building priorities under feast-or-famine pressure. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 12 tiles and layered markers support deep positional planning. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Only adaptable crews master Caravan for Echoes, where legacy stickers permanently buff underused strategies and long-term planning matter as much as tactical brilliance.",,"Campaign|Engine Building|Tile Laying|Solo","Deck Building",54.86,1,9,118,"Arcana Works","Elliot Mercer",2002,/images/fixtures/game_0336.png,2025-06-30T11:33:02+00:00,2026-03-25T06:22:59+00:00,"-0.6474,0.0795,-0.4066,0.6172,-0.541,0.3381,0.5793,0.7972"
